u,v,key,osmid,oneway,name,highway,length,geometry,ref,lanes,bridge,tunnel,maxspeed,access
4643736412,4634113485,0,468999117,False,장량로1번길,residential,56.414,"LINESTRING (129.3805748 36.0847422, 129.3807715 36.085224)",,,,,,
4644376437,4634757015,0,470236167,False,,residential,57.464,"LINESTRING (129.3381252 36.1237103, 129.3381869 36.1238619, 129.3381788 36.1240179, 129.3381162 36.1242125)",,,,,,
4644376446,4634757047,0,470236180,False,,residential,58.207,"LINESTRING (129.3409733 36.1254201, 129.3406186 36.1258582)",,,,,,
4644376446,4634756998,0,470236180,False,,residential,32.34,"LINESTRING (129.3409733 36.1254201, 129.3411702 36.1251766)",,,,,,
4644376446,4634757053,0,470236168,False,,residential,132.521,"LINESTRING (129.3409733 36.1254201, 129.341042 36.1255684, 129.3411949 36.1255923, 129.3414497 36.1255793, 129.341844 36.1256529, 129.34208 36.1257158, 129.3421739 36.1257331, 129.342281 36.1256914)",,,,,,
4644376447,4634757028,0,470236170,False,,residential,162.32299999999998,"LINESTRING (129.3367049 36.1269485, 129.3371179 36.1266192, 129.3377509 36.1260689, 129.3379371 36.125882)",,,,,,
4644376450,4634757030,0,470236171,False,,residential,90.465,"LINESTRING (129.3384751 36.1266582, 129.3380501 36.1259206)",,,,,,
4644376451,4634757011,0,470236173,False,,residential,156.486,"LINESTRING (129.3411251 36.1243964, 129.3397036 36.1244267, 129.3395426 36.1244917, 129.3394866 36.1245956)",,,,,,
4644376454,4634757015,0,470236174,False,,residential,134.90699999999998,"LINESTRING (129.336898 36.1235124, 129.3376866 36.1240324, 129.3381162 36.1242125)",,,,,,
4644376456,4644376458,0,470236177,False,,residential,27.53,"LINESTRING (129.3381762 36.125152, 129.3381932 36.1253992)",,,,,,
4644376456,4644376469,0,470236189,False,,residential,77.702,"LINESTRING (129.3381762 36.125152, 129.3382854 36.1251346, 129.3390391 36.1251454)",,,,,,
4644376456,4644376473,0,470236189,False,,residential,37.197,"LINESTRING (129.3381762 36.125152, 129.3380949 36.1251649, 129.3379018 36.1251953, 129.3377686 36.1251799)",,,,,,
4644376457,4634757033,0,470236175,False,,residential,69.356,"LINESTRING (129.3381969 36.1256378, 129.3389691 36.1256352)",,,,,,
4644376457,4644376458,0,470236177,False,,residential,26.533,"LINESTRING (129.3381969 36.1256378, 129.3381932 36.1253992)",,,,,,
4644376457,4634757031,0,470236177,False,,residential,28.257,"LINESTRING (129.3381969 36.1256378, 129.3382009 36.1258919)",,,,,,
4644376458,4644376456,0,470236177,False,,residential,27.53,"LINESTRING (129.3381932 36.1253992, 129.3381762 36.125152)",,,,,,
4644376458,4644376457,0,470236177,False,,residential,26.533,"LINESTRING (129.3381932 36.1253992, 129.3381969 36.1256378)",,,,,,
4644376458,4634757024,0,470236178,False,,residential,20.131,"LINESTRING (129.3381932 36.1253992, 129.3379702 36.1254174)",,,,,,
4644376458,4634757035,0,470236178,False,,residential,65.64699999999999,"LINESTRING (129.3381932 36.1253992, 129.3384148 36.125381, 129.3389229 36.1253744)",,,,,,
4644376460,4644376475,0,470236179,False,,residential,31.002,"LINESTRING (129.3402132 36.1253747, 129.3404807 36.1251985)",,,,,,
4644376460,4644376463,0,470236184,False,,residential,17.218,"LINESTRING (129.3402132 36.1253747, 129.3401541 36.1252274)",,,,,,
4644376460,4644376465,0,470236184,False,,residential,23.406,"LINESTRING (129.3402132 36.1253747, 129.3402937 36.1255749)",,,,,,
4644376460,4634756989,0,470236179,False,,residential,47.18000000000001,"LINESTRING (129.3402132 36.1253747, 129.3400831 36.1254504, 129.3397205 36.1254839)",,,,,,
4644376462,4634756989,0,470236179,False,,residential,69.06,"LINESTRING (129.3389561 36.1255511, 129.3397205 36.1254839)",,,,,,
4644376462,4634757033,0,470236192,False,,residential,9.424,"LINESTRING (129.3389561 36.1255511, 129.3389691 36.1256352)",,,,,,
4644376462,4634757035,0,470236192,False,,residential,19.903,"LINESTRING (129.3389561 36.1255511, 129.338936 36.1254766, 129.3389229 36.1253744)",,,,,,
4644376463,4644376460,0,470236184,False,,residential,17.218,"LINESTRING (129.3401541 36.1252274, 129.3402132 36.1253747)",,,,,,
4644376463,4644376475,0,470236187,False,,residential,29.509,"LINESTRING (129.3401541 36.1252274, 129.3404807 36.1251985)",,,,,,
4644376463,4634757007,0,470236187,False,,residential,46.443,"LINESTRING (129.3401541 36.1252274, 129.3396401 36.125273)",,,,,,
4644376464,4644376465,0,470236184,False,,residential,34.505,"LINESTRING (129.3403866 36.125876, 129.3402937 36.1255749)",,,,,,
4644376464,4634757047,0,470236186,False,,residential,20.931,"LINESTRING (129.3403866 36.125876, 129.3406186 36.1258582)",,,,,,
4644376464,4634757056,0,470236186,False,,residential,9.871,"LINESTRING (129.3403866 36.125876, 129.3402767 36.1258771)",,,,,,
4644376465,4644376460,0,470236184,False,,residential,23.406,"LINESTRING (129.3402937 36.1255749, 129.3402132 36.1253747)",,,,,,
4644376465,4644376464,0,470236184,False,,residential,34.505,"LINESTRING (129.3402937 36.1255749, 129.3403866 36.125876)",,,,,,
4644376465,4644376466,0,470236185,False,,residential,49.551,"LINESTRING (129.3402937 36.1255749, 129.3397497 36.1256491)",,,,,,
4644376466,4634756989,0,469064623,False,,residential,18.556,"LINESTRING (129.3397497 36.1256491, 129.3397205 36.1254839)",,,,,,
4644376466,4634756288,0,469064623,False,,residential,25.678,"LINESTRING (129.3397497 36.1256491, 129.3397902 36.1258777)",,,,,,
4644376466,4644376465,0,470236185,False,,residential,49.551,"LINESTRING (129.3397497 36.1256491, 129.3402937 36.1255749)",,,,,,
4644376466,4644376467,0,470236185,False,,residential,69.045,"LINESTRING (129.3397497 36.1256491, 129.3389843 36.125707)",,,,,,
4644376467,4644376466,0,470236185,False,,residential,69.045,"LINESTRING (129.3389843 36.125707, 129.3397497 36.1256491)",,,,,,
4644376467,4634757033,0,470236192,False,,residential,8.1,"LINESTRING (129.3389843 36.125707, 129.3389691 36.1256352)",,,,,,
4644376467,4634757032,0,470236192,False,,residential,18.916,"LINESTRING (129.3389843 36.125707, 129.3389811 36.1258771)",,,,,,
4644376468,4644376469,0,470236189,False,,residential,49.904,"LINESTRING (129.339592 36.125101, 129.3390391 36.1251454)",,,,,,
4644376468,4634757007,0,470236190,False,,residential,19.607,"LINESTRING (129.339592 36.125101, 129.3396401 36.125273)",,,,,,
4644376468,4634757011,0,470236190,False,,residential,57.109,"LINESTRING (129.339592 36.125101, 129.3395111 36.1248118, 129.3394866 36.1245956)",,,,,,
4644376469,4644376468,0,470236189,False,,residential,49.904,"LINESTRING (129.3390391 36.1251454, 129.339592 36.125101)",,,,,,
4644376469,4634757036,0,470236192,False,,residential,16.243,"LINESTRING (129.3390391 36.1251454, 129.3390143 36.1252901)",,,,,,
4644376469,4644376456,0,470236189,False,,residential,77.702,"LINESTRING (129.3390391 36.1251454, 129.3382854 36.1251346, 129.3381762 36.125152)",,,,,,
4644376473,4634757024,0,469064624,False,,residential,32.263,"LINESTRING (129.3377686 36.1251799, 129.3377915 36.1252187, 129.3378738 36.1253338, 129.3379702 36.1254174)",,,,,,
4644376473,4634757015,0,469064624,False,,residential,116.208,"LINESTRING (129.3377686 36.1251799, 129.3377252 36.1251066, 129.3377182 36.1250549, 129.3377403 36.1249511, 129.3379542 36.1246422, 129.33807 36.1244174, 129.3380917 36.1242738, 129.3381162 36.1242125)",,,,,,
4644376473,4644376456,0,470236189,False,,residential,37.197,"LINESTRING (129.3377686 36.1251799, 129.3379018 36.1251953, 129.3380949 36.1251649, 129.3381762 36.125152)",,,,,,
4644376475,4644376460,0,470236179,False,,residential,31.002,"LINESTRING (129.3404807 36.1251985, 129.3402132 36.1253747)",,,,,,
4644376475,4644376463,0,470236187,False,,residential,29.509,"LINESTRING (129.3404807 36.1251985, 129.3401541 36.1252274)",,,,,,
4644376475,4634756999,0,470236179,False,,residential,34.175,"LINESTRING (129.3404807 36.1251985, 129.3406631 36.1251097, 129.3407612 36.125)",,,,,,
4645265872,4649126458,0,469517047,False,,residential,105.422,"LINESTRING (129.3693428 36.0383445, 129.3694868 36.0392854)",,,,,,
4645265872,1831658916,0,482877891,False,,residential,132.251,"LINESTRING (129.3693428 36.0383445, 129.3691173 36.0371692)",,,,,,
4645265872,4632583940,0,721847608,False,불종로,secondary,32.902,"LINESTRING (129.3693428 36.0383445, 129.3697083 36.0383303)",,,,,,
4645265872,4645265873,0,721847608,False,불종로,secondary,23.594,"LINESTRING (129.3693428 36.0383445, 129.3690806 36.0383361)",,,,,,
4645265873,4756571525,0,482877890,False,,residential,138.163,"LINESTRING (129.3690806 36.0383361, 129.3688487 36.0371078)",,,,,,
4645265873,4645265872,0,721847608,False,불종로,secondary,23.594,"LINESTRING (129.3690806 36.0383361, 129.3693428 36.0383445)",,,,,,
4645265873,4635295494,0,721847608,False,불종로,secondary,47.793,"LINESTRING (129.3690806 36.0383361, 129.3685536 36.0382801)",,,,,,
4645265873,4645791520,0,"[469517048, 706840038]",False,,residential,107.121,"LINESTRING (129.3690806 36.0383361, 129.3691901 36.0389023, 129.3692646 36.0392879)",,,,,,
4645289564,4632170917,0,468744241,False,중성로52번길,residential,95.398,"LINESTRING (129.3479627 36.106629, 129.34902 36.1067088)",,,,,,
4645289564,4632171017,0,468744243,False,중성로42번길,residential,57.363,"LINESTRING (129.3479627 36.106629, 129.3479196 36.1071437)",,,,,,
4645289564,4645854787,0,468744243,False,중성로42번길,residential,55.652,"LINESTRING (129.3479627 36.106629, 129.348015 36.1061303)",,,,,,
4645289564,4650003284,0,897896683,False,중성로32번길,residential,111.664,"LINESTRING (129.3479627 36.106629, 129.3467234 36.106552)",,,,,,
4645296533,4659519341,0,468744248,False,흥해로,residential,110.593,"LINESTRING (129.3473082 36.1096443, 129.3474503 36.1095944, 129.3476716 36.1095457, 129.348035 36.1095479, 129.3481517 36.1095684, 129.3483114 36.1096021, 129.3485005 36.1096519)",,,,,,
4645296533,4633753015,0,669624611,False,흥해로,tertiary,77.47900000000001,"LINESTRING (129.3473082 36.1096443, 129.3474329 36.1098035, 129.3476274 36.1100473, 129.3477092 36.1102554)",,2,,,,
4645296533,4636615785,0,669624611,False,흥해로,tertiary,72.438,"LINESTRING (129.3473082 36.1096443, 129.3470359 36.1093556, 129.3469488 36.109309, 129.3468321 36.1092613, 129.3467181 36.1092266)",,2,,,,
4645296533,4632170938,0,897896699,False,흥해로,residential,66.0,"LINESTRING (129.3473082 36.1096443, 129.3471513 36.1097028, 129.3469228 36.1097846, 129.3468222 36.1098377, 129.3466488 36.1099039)",,,,,,
4645771647,6284023497,0,469517053,False,중흥로321번길,residential,159.199,"LINESTRING (129.3599894 36.0330967, 129.3614815 36.0323261)",,,,,,
4645771647,6203796032,0,471696751,False,칠성천길,residential,73.153,"LINESTRING (129.3599894 36.0330967, 129.3605227 36.0335935)",,,,,,
4645771647,5158711968,0,839151833,False,,residential,42.337,"LINESTRING (129.3599894 36.0330967, 129.3596114 36.0333237)",,,,,,
4645771647,6280676300,0,471696751,False,칠성천길,residential,58.528000000000006,"LINESTRING (129.3599894 36.0330967, 129.3599291 36.0329632, 129.3598853 36.0328165, 129.3598585 36.0325842)",,,,,,
4645791520,4649311036,0,482877887,True,중앙로298번길,residential,50.567,"LINESTRING (129.3692646 36.0392879, 129.3687025 36.0393026)",,,,,,
4645791520,4645265873,0,"[469517048, 706840038]",False,,residential,107.121,"LINESTRING (129.3692646 36.0392879, 129.3691901 36.0389023, 129.3690806 36.0383361)",,,,,,
4645854787,4645289564,0,468744243,False,중성로42번길,residential,55.652,"LINESTRING (129.348015 36.1061303, 129.3479627 36.106629)",,,,,,
4645854787,4632170918,0,468744243,False,중성로42번길,residential,72.706,"LINESTRING (129.348015 36.1061303, 129.3480981 36.1054799)",,,,,,
4645854787,4650004544,0,469219688,False,중성로32번길,residential,111.831,"LINESTRING (129.348015 36.1061303, 129.3467742 36.1060496)",,,,,,
4645854787,4632170916,0,897896684,False,중성로52번길,residential,95.878,"LINESTRING (129.348015 36.1061303, 129.3490793 36.1061942)",,,,,,
4646423844,4634113494,0,468999117,False,장량로1번길,residential,42.957,"LINESTRING (129.3804508 36.0839313, 129.3804732 36.0835454)",,,,,,
4646423844,4643736410,0,468999117,False,장량로1번길,residential,50.917,"LINESTRING (129.3804508 36.0839313, 129.3804466 36.0841412, 129.3804582 36.084389)",,,,,,
4646423844,4646423847,0,470453533,False,,residential,157.8,"LINESTRING (129.3804508 36.0839313, 129.3808208 36.0839331, 129.3814604 36.0839501, 129.3822057 36.0839773)",,,,,,
4646423847,4634113444,0,143912186,False,장량로17번길,residential,40.255,"LINESTRING (129.3822057 36.0839773, 129.3822214 36.0836155)",,,,,,
4646423847,4643736411,0,143912186,False,장량로17번길,residential,47.563,"LINESTRING (129.3822057 36.0839773, 129.3821978 36.084405)",,,,,,
4646423847,4646423844,0,470453533,False,,residential,157.8,"LINESTRING (129.3822057 36.0839773, 129.3814604 36.0839501, 129.3808208 36.0839331, 129.3804508 36.0839313)",,,,,,
4647840631,4634925812,0,469086276,False,,residential,45.045,"LINESTRING (129.3889869 36.073678, 129.3890003 36.0739072, 129.3889954 36.0740828)",,,,,,
4647840631,4647840638,0,470608387,False,환호로61번길,residential,206.262,"LINESTRING (129.3889869 36.073678, 129.3886207 36.0736878, 129.3882833 36.0736698, 129.3880149 36.0735975, 129.3877161 36.0734972, 129.3873787 36.073305, 129.3871957 36.0731818, 129.3869335 36.0730158)",,,,,,
4647840631,1574729659,0,470608387,False,환호로61번길,residential,156.82800000000003,"LINESTRING (129.3889869 36.073678, 129.3889906 36.0735911, 129.3890282 36.0735218, 129.3890952 36.0734437, 129.3891381 36.0733917, 129.3892508 36.073357, 129.3893742 36.0733397, 129.3895029 36.0733548, 129.3896182 36.0734155, 129.3897631 36.0735348, 129.3899761 36.0737399, 129.3901736 36.0739194)",,,,,,
4647840638,4647840631,0,470608387,False,환호로61번길,residential,206.262,"LINESTRING (129.3869335 36.0730158, 129.3871957 36.0731818, 129.3873787 36.073305, 129.3877161 36.0734972, 129.3880149 36.0735975, 129.3882833 36.0736698, 129.3886207 36.0736878, 129.3889869 36.073678)",,,,,,
4647840656,4635239455,0,470608436,False,,residential,126.115,"LINESTRING (129.3777394 36.0694289, 129.3776833 36.0695072, 129.3775595 36.069762, 129.3774965 36.0699507, 129.3774661 36.0701225, 129.3774614 36.0702168, 129.3774677 36.0702848, 129.3776251 36.0704864)",,,,,,
4647840656,4635239450,0,470608436,False,,residential,142.819,"LINESTRING (129.3777394 36.0694289, 129.3777819 36.0693696, 129.3778374 36.069292, 129.3778524 36.0692796, 129.3779973 36.0691597, 129.3780435 36.0691273, 129.3789115 36.0689693, 129.3789887 36.0688083)",,,,,,
4647840656,4635239446,0,470608441,False,,residential,70.25,"LINESTRING (129.3777394 36.0694289, 129.3780307 36.0696332, 129.3783375 36.0698355)",,,,,,
4648024749,4634147419,0,468985461,False,,residential,12.5,"LINESTRING (129.4077665 36.0846264, 129.4079056 36.0846264)",,,,,,
4648024749,4634147418,0,468985461,False,,residential,103.267,"LINESTRING (129.4077665 36.0846264, 129.4066177 36.0846027)",,,,,,
4648024749,4648024750,0,470626811,False,,residential,125.155,"LINESTRING (129.4077665 36.0846264, 129.4078057 36.0835013)",,,,,,
4648024750,1584895028,0,145024373,False,양덕로50번길,tertiary,103.925,"LINESTRING (129.4078057 36.0835013, 129.4066979 36.083233)",,,,,,
4648024750,1584897312,0,145024373,False,양덕로50번길,tertiary,70.208,"LINESTRING (129.4078057 36.0835013, 129.4085661 36.0836463)",,,,,,
4648024750,4648024749,0,470626811,False,,residential,125.155,"LINESTRING (129.4078057 36.0835013, 129.4077665 36.0846264)",,,,,,
4648024751,4634147419,0,145024375,False,장량로263번길,residential,121.454,"LINESTRING (129.4072869 36.0855975, 129.4079056 36.0846264)",,,,,,
4648024751,4648024752,0,470626814,False,,residential,43.929,"LINESTRING (129.4072869 36.0855975, 129.4077375 36.0857507)",,,,,,
4648024751,1584895032,0,145024375,False,장량로263번길,residential,90.536,"LINESTRING (129.4072869 36.0855975, 129.4071112 36.0858737, 129.4070418 36.0859636, 129.4069631 36.0859855, 129.4065543 36.0859796)",,,,,,
4648024752,4648024753,0,143912222,False,신덕로,secondary,121.082,"LINESTRING (129.4077375 36.0857507, 129.4083723 36.0847902)",,,,,,
4648024752,4648024751,0,470626814,False,,residential,43.929,"LINESTRING (129.4077375 36.0857507, 129.4072869 36.0855975)",,,,,,
4648024752,1584895035,0,143912222,False,신덕로,secondary,139.822,"LINESTRING (129.4077375 36.0857507, 129.4073043 36.0862607, 129.4071249 36.0863196, 129.4068888 36.0863585, 129.406533 36.0863664)",,,,,,
4648024753,4648024752,0,143912222,False,신덕로,secondary,121.082,"LINESTRING (129.4083723 36.0847902, 129.4077375 36.0857507)",,,,,,
4648024753,5313891580,0,143912222,False,신덕로,secondary,63.184,"LINESTRING (129.4083723 36.0847902, 129.4086956 36.0842856)",,,,,,
4648024753,4634147419,0,470626815,False,,residential,45.723,"LINESTRING (129.4083723 36.0847902, 129.4079056 36.0846264)",,,,,,
4648024754,5313891580,0,143912222,False,신덕로,secondary,59.799,"LINESTRING (129.4090111 36.0838121, 129.4086956 36.0842856)",,,,,,
4648024754,1574718261,0,143912222,False,신덕로,secondary,150.207,"LINESTRING (129.4090111 36.0838121, 129.4097567 36.0826031)",,,,,,
4648024754,1584897312,0,470626816,False,,residential,44.034,"LINESTRING (129.4090111 36.0838121, 129.4085661 36.0836463)",,,,,,
4649126458,4645265872,0,469517047,False,,residential,105.422,"LINESTRING (129.3694868 36.0392854, 129.3693428 36.0383445)",,,,,,
4649126458,4645791520,0,482877887,True,중앙로298번길,residential,19.981,"LINESTRING (129.3694868 36.0392854, 129.3692646 36.0392879)",,,,,,
4649126458,4756571524,0,482877889,False,,residential,111.722,"LINESTRING (129.3694868 36.0392854, 129.3696688 36.0402793)",,,,,,
4649149488,4632170919,0,468744243,False,중성로42번길,residential,12.89,"LINESTRING (129.3478031 36.1081757, 129.3477883 36.108291)",,,,,,
4649149488,4632171018,0,468744243,False,중성로42번길,residential,56.782,"LINESTRING (129.3478031 36.1081757, 129.3478569 36.1076669)",,,,,,
4649149488,4636615910,0,897896688,False,,residential,20.485,"LINESTRING (129.3478031 36.1081757, 129.3475769 36.1081524)",,,,,,
4649149488,4636615911,0,897896689,False,중성로52번길,residential,94.744,"LINESTRING (129.3478031 36.1081757, 129.3488542 36.1082455)",,,,,,
4649208339,4634147396,0,469671302,False,법원로112번길,residential,119.476,"LINESTRING (129.3889817 36.0844447, 129.3902913 36.0842593)",,,,,,
4649208339,4634146773,0,469671302,False,법원로112번길,residential,142.878,"LINESTRING (129.3889817 36.0844447, 129.3874156 36.0846665)",,,,,,
4649208339,4634146782,0,469671428,False,장량로75번길,residential,52.804,"LINESTRING (129.3889817 36.0844447, 129.3890979 36.0849102)",,,,,,
4649208339,4634147408,0,469671428,False,장량로75번길,residential,50.123,"LINESTRING (129.3889817 36.0844447, 129.3888883 36.0840003)",,,,,,
4649311036,8265960300,0,482877887,True,중앙로298번길,residential,38.77,"LINESTRING (129.3687025 36.0393026, 129.3682716 36.0393155)",,,,,,
4649311036,4635295494,0,722430322,False,동빈로,secondary,114.483,"LINESTRING (129.3687025 36.0393026, 129.3685536 36.0382801)",,,,,,
4649311036,4756571523,0,722430322,False,동빈로,secondary,69.319,"LINESTRING (129.3687025 36.0393026, 129.368848 36.0399148)",,,,,,
4649311037,4756571527,0,482877887,True,중앙로298번길,residential,45.193,"LINESTRING (129.3677169 36.039332, 129.3672144 36.0393231)",,,,,,
4649311037,4756571522,0,852037269,True,,residential,77.108,"LINESTRING (129.3677169 36.039332, 129.3677653 36.0397283, 129.3678011 36.0400221)",,,,,,
4649966851,4650003284,0,471967938,False,중성로32번길,tertiary,57.304,"LINESTRING (129.3466725 36.1070657, 129.3467234 36.106552)",,,,,,
4649966851,4632171011,0,471967938,False,중성로32번길,tertiary,57.164,"LINESTRING (129.3466725 36.1070657, 129.3466241 36.1075783)",,,,,,
4649966851,4632171017,0,897896682,False,,residential,112.37,"LINESTRING (129.3466725 36.1070657, 129.3479196 36.1071437)",,,,,,
4649966851,4632170912,0,"[897896680, 897896681]",False,"['남미질로21번길', '중성로32번길']",residential,113.782,"LINESTRING (129.3466725 36.1070657, 129.3457596 36.1070023, 129.3454106 36.1069781)",,,,,,
4650003284,4650004544,0,471967938,False,중성로32번길,tertiary,56.051,"LINESTRING (129.3467234 36.106552, 129.3467742 36.1060496)",,,,,,
4650003284,4649966851,0,471967938,False,중성로32번길,tertiary,57.304,"LINESTRING (129.3467234 36.106552, 129.3466725 36.1070657)",,,,,,
4650003284,4645289564,0,897896683,False,중성로32번길,residential,111.664,"LINESTRING (129.3467234 36.106552, 129.3479627 36.106629)",,,,,,
4650003284,4632170913,0,897896686,False,중성로32번길,residential,113.891,"LINESTRING (129.3467234 36.106552, 129.3454601 36.1064662)",,,,,,
4650004544,4645854787,0,469219688,False,중성로32번길,residential,111.831,"LINESTRING (129.3467742 36.1060496, 129.348015 36.1061303)",,,,,,
4650004544,4632170863,0,471967938,False,중성로32번길,tertiary,84.379,"LINESTRING (129.3467742 36.1060496, 129.3468412 36.1052927)",,,,,,
4650004544,4650003284,0,471967938,False,중성로32번길,tertiary,56.051,"LINESTRING (129.3467742 36.1060496, 129.3467234 36.106552)",,,,,,
4650004544,4632170914,0,897896685,False,중성로32번길,residential,113.392,"LINESTRING (129.3467742 36.1060496, 129.3455167 36.1059618)",,,,,,
4650075845,4740526327,0,480728007,False,문화로,tertiary,158.569,"LINESTRING (129.3693453 36.0425629, 129.368791 36.0426129, 129.3685949 36.0426268, 129.3679094 36.0426846, 129.3675923 36.0427183)",20,,,,,
4650075845,4632583675,0,480728007,False,문화로,tertiary,96.99000000000001,"LINESTRING (129.3693453 36.0425629, 129.3700649 36.0424697, 129.3704103 36.0424241)",20,,,,,
4650075845,4632583674,0,722430322,False,동빈로,secondary,238.257,"LINESTRING (129.3693453 36.0425629, 129.3691324 36.0416028, 129.3690258 36.0408588, 129.3689445 36.0404457)",,,,,,
4650075845,4642026818,0,722430322,False,동빈로,secondary,234.84499999999997,"LINESTRING (129.3693453 36.0425629, 129.3695364 36.0437137, 129.3695663 36.0439717, 129.3696819 36.0446571)",,,,,,
4655045235,4634870986,0,846270089,False,삼호로265번길,residential,55.798,"LINESTRING (129.3798185 36.062005, 129.3802129 36.0616175)",,,,,,
4655045235,4663112410,0,469078492,False,,residential,41.712,"LINESTRING (129.3798185 36.062005, 129.3797946 36.0621872, 129.3797964 36.0623791)",,,,,,
4655045235,4756571509,0,"[707132000, 846270089, 482877872, 707131999]",False,"['삼호로265번길', '두호로6번길', '삼호로253번길']",residential,322.45899999999995,"LINESTRING (129.3798185 36.062005, 129.3796277 36.062046, 129.3790869 36.0620874, 129.3784506 36.0621093, 129.3784317 36.0611432, 129.3787104 36.0610563, 129.3793921 36.0608797)",,,,,,
4655045253,4738684382,0,469129696,False,새천년대로1020번길,tertiary,212.37,"LINESTRING (129.3725505 36.0591757, 129.3723876 36.0592021, 129.3722081 36.0593894, 129.3719547 36.0594641, 129.3717507 36.0595151, 129.3703725 36.0597917)",,,,,,
4655045253,4635288903,0,469129696,False,새천년대로1020번길,tertiary,182.446,"LINESTRING (129.3725505 36.0591757, 129.372824 36.059093, 129.3740528 36.0589678, 129.3743717 36.058898, 129.3745162 36.0588276)",,,,,,
4655045253,7176667149,0,471342274,False,두호로51번길,residential,160.793,"LINESTRING (129.3725505 36.0591757, 129.3725734 36.0592778, 129.37266 36.0596347, 129.3727599 36.0600418, 129.3729107 36.060592)",,,,,,
4655045257,4635288903,0,471342277,False,,unclassified,40.292,"LINESTRING (129.3745085 36.0591899, 129.3745162 36.0588276)",,,,,,
4655075804,4655075805,0,471346574,False,삼호로189번길,residential,136.214,"LINESTRING (129.3751819 36.0558025, 129.3752754 36.0558001, 129.3760954 36.0556219, 129.3762953 36.0555777, 129.376647 36.0554977)",,,,,,
4655075805,436911707,0,143914411,True,삼호로,secondary,246.70100000000002,"LINESTRING (129.376647 36.0554977, 129.3765163 36.0551889, 129.3761236 36.0541858, 129.3760255 36.0540108, 129.3758462 36.0537647, 129.3755599 36.0534859)",20,,,,,
4655075805,4655075804,0,471346574,False,삼호로189번길,residential,136.214,"LINESTRING (129.376647 36.0554977, 129.3762953 36.0555777, 129.3760954 36.0556219, 129.3752754 36.0558001, 129.3751819 36.0558025)",,,,,,
4656644595,6351635652,0,471696761,False,,residential,112.412,"LINESTRING (129.3644614 36.0357495, 129.3644511 36.0353206, 129.3643166 36.035073, 129.3642357 36.0348905, 129.3642093 36.0347748)",,,,,,
4656644595,6203796034,0,678337649,True,칠성천길,residential,199.042,"LINESTRING (129.3644614 36.0357495, 129.3633381 36.035414, 129.3623846 36.03513)",,,,,,
4656644598,4740710057,0,172241992,False,칠성로,tertiary,87.935,"LINESTRING (129.3659668 36.0364721, 129.3650312 36.0362419)",,,,,,
4656644598,4701487689,0,172241992,False,칠성로,tertiary,96.666,"LINESTRING (129.3659668 36.0364721, 129.3661636 36.036522, 129.3669943 36.0367278)",,,,,,
4656644601,4756571532,0,482877894,True,중앙로294번길,residential,47.494,"LINESTRING (129.3666432 36.0389407, 129.3671714 36.0389439)",,,,,,
4656644602,436561605,0,480728008,True,중앙로,primary,89.408,"LINESTRING (129.3659894 36.0390754, 129.3656669 36.0383148)",,4,,,,
4656644602,4637913093,0,468785623,False,중앙상가6길,residential,166.091,"LINESTRING (129.3659894 36.0390754, 129.3651399 36.0393175, 129.3642076 36.0394496)",,,,,,
4656644618,4656644598,0,482877895,True,칠성로37번길,residential,62.049,"LINESTRING (129.3659096 36.0370282, 129.3659668 36.0364721)",,,,,,
4656644618,4701487288,0,482877896,True,,residential,92.808,"LINESTRING (129.3659096 36.0370282, 129.3669178 36.037207)",,,,,,
4656644621,4656644623,0,482877898,False,,residential,58.14,"LINESTRING (129.3661038 36.037599, 129.366743 36.0376779)",,,,,,
4656644621,4656644618,0,482877895,True,칠성로37번길,residential,66.05199999999999,"LINESTRING (129.3661038 36.037599, 129.3659246 36.0371455, 129.3659096 36.0370282)",,,,,,
4656644623,4756571537,0,476650499,True,칠성로47번길,residential,55.233,"LINESTRING (129.366743 36.0376779, 129.366695 36.0381731)",,,,,,
4656644623,4756571538,0,482877898,False,,residential,84.096,"LINESTRING (129.366743 36.0376779, 129.3676531 36.0378522)",,,,,,
4656644623,4656644621,0,482877898,False,,residential,58.14,"LINESTRING (129.366743 36.0376779, 129.3661038 36.037599)",,,,,,
4658465727,4632170965,0,468744225,False,,tertiary,24.908,"LINESTRING (129.3465585 36.1092036, 129.3465467 36.1089798)",,,,,,
4658465727,4636615784,0,468744225,False,,tertiary,7.639,"LINESTRING (129.3465585 36.1092036, 129.3465631 36.1092722)",,,,,,
4658465727,4636615785,0,669624611,False,흥해로,tertiary,14.564,"LINESTRING (129.3465585 36.1092036, 129.3467181 36.1092266)",,2,,,,
4658465727,4632170980,0,669624611,False,흥해로,tertiary,76.49799999999999,"LINESTRING (129.3465585 36.1092036, 129.3460911 36.1090694, 129.345898 36.1089773, 129.3458015 36.1089054)",,2,,,,
4658585125,7947730307,0,151669599,False,학산로,secondary,77.843,"LINESTRING (129.3700076 36.0501863, 129.3707826 36.0504985)",,,,,,
4658585125,1645075254,0,151669599,False,학산로,secondary,236.675,"LINESTRING (129.3700076 36.0501863, 129.3691456 36.0498455, 129.3681143 36.0494229, 129.367626 36.0492859)",,,,,,
