u,v,key,osmid,oneway,name,highway,length,geometry,ref,lanes,bridge,tunnel,maxspeed,access
1584894966,1584894964,0,145024018,False,천마로46번길,residential,51.132,"LINESTRING (129.401217 36.0807618, 129.4006482 36.0807504)",,,,,,
1584894966,1584894968,0,145024018,False,천마로46번길,residential,68.735,"LINESTRING (129.401217 36.0807618, 129.4019817 36.0807741)",,,,,,
1584894966,1584894932,0,470626817,False,장량로190번길,residential,130.68,"LINESTRING (129.401217 36.0807618, 129.401239 36.0795867)",,,,,,
1584894966,1584894979,0,470626817,False,장량로190번길,residential,50.09,"LINESTRING (129.401217 36.0807618, 129.4012363 36.081212)",,,,,,
1584894968,1584894980,0,145023989,False,양덕로,tertiary,51.256,"LINESTRING (129.4019817 36.0807741, 129.4019728 36.081235)",,,,,,
1584894968,4634147410,0,145023989,False,양덕로,tertiary,59.104,"LINESTRING (129.4019817 36.0807741, 129.4019963 36.0802427)",,,,,,
1584894968,1584894966,0,145024018,False,천마로46번길,residential,68.735,"LINESTRING (129.4019817 36.0807741, 129.401217 36.0807618)",,,,,,
1584894978,5323894148,0,145023991,False,,residential,161.416,"LINESTRING (129.3994627 36.0811972, 129.3976669 36.0811673)",,,,,,
1584894978,1584894979,0,145023991,False,,residential,159.395,"LINESTRING (129.3994627 36.0811972, 129.4012363 36.081212)",,,,,,
1584894978,4719413685,0,145024005,False,장량로174번길,residential,53.723,"LINESTRING (129.3994627 36.0811972, 129.3994703 36.0807141)",,,,,,
1584894978,1584895009,0,145024005,False,장량로174번길,residential,66.19,"LINESTRING (129.3994627 36.0811972, 129.39948 36.0817923)",,,,,,
1584894979,1584894978,0,145023991,False,,residential,159.395,"LINESTRING (129.4012363 36.081212, 129.3994627 36.0811972)",,,,,,
1584894979,1584894966,0,470626817,False,장량로190번길,residential,50.09,"LINESTRING (129.4012363 36.081212, 129.401217 36.0807618)",,,,,,
1584894979,1584895010,0,470626817,False,장량로190번길,residential,70.281,"LINESTRING (129.4012363 36.081212, 129.4012582 36.0818438)",,,,,,
1584894980,5313891395,0,145023974,False,양덕로30번길,residential,67.117,"LINESTRING (129.4019728 36.081235, 129.4027183 36.0812713)",,,,,,
1584894980,1584894968,0,145023989,False,양덕로,tertiary,51.256,"LINESTRING (129.4019728 36.081235, 129.4019817 36.0807741)",,,,,,
1584894980,1574729761,0,145023989,False,양덕로,tertiary,68.044,"LINESTRING (129.4019728 36.081235, 129.4019688 36.0814399, 129.4019912 36.0818465)",,,,,,
1584894984,5313891395,0,145023974,False,양덕로30번길,residential,87.006,"LINESTRING (129.4036859 36.0812982, 129.4027183 36.0812713)",,,,,,
1584894984,1584894986,0,145023974,False,양덕로30번길,residential,142.358,"LINESTRING (129.4036859 36.0812982, 129.40527 36.0813042)",,,,,,
1584894984,1584895011,0,145023993,False,,residential,64.831,"LINESTRING (129.4036859 36.0812982, 129.4036945 36.0818812)",,,,,,
1584894986,1574729756,0,143914400,False,장량로226번길,residential,143.753,"LINESTRING (129.40527 36.0813042, 129.4053098 36.0800118)",,,,,,
1584894986,1574729763,0,143914400,False,장량로226번길,residential,65.174,"LINESTRING (129.40527 36.0813042, 129.4053035 36.0818897)",,,,,,
1584894986,1584894984,0,145023974,False,양덕로30번길,residential,142.358,"LINESTRING (129.40527 36.0813042, 129.4036859 36.0812982)",,,,,,
1584894986,4634147415,0,145023974,False,양덕로30번길,residential,43.356,"LINESTRING (129.40527 36.0813042, 129.4057522 36.0812915)",,,,,,
1584894995,1584894997,0,145023974,False,양덕로30번길,residential,52.347,"LINESTRING (129.4072305 36.0814652, 129.4077937 36.0815854)",,,,,,
1584894995,1584895014,0,145024015,False,장량로242번길,residential,67.254,"LINESTRING (129.4072305 36.0814652, 129.4070462 36.0820514)",,,,,,
1584894995,1584894937,0,145024015,False,장량로242번길,residential,167.779,"LINESTRING (129.4072305 36.0814652, 129.4076903 36.0800028)",,,,,,
1584894995,5350287125,0,145023974,False,양덕로30번길,residential,46.846000000000004,"LINESTRING (129.4072305 36.0814652, 129.406909 36.0814029, 129.4067236 36.0813669)",,,,,,
1584894997,1584894995,0,145023974,False,양덕로30번길,residential,52.347,"LINESTRING (129.4077937 36.0815854, 129.4072305 36.0814652)",,,,,,
1584894997,1584894999,0,145023974,False,양덕로30번길,residential,43.081,"LINESTRING (129.4077937 36.0815854, 129.4082588 36.0816793)",,,,,,
1584894997,1584894941,0,145023978,False,,residential,164.822,"LINESTRING (129.4077937 36.0815854, 129.4082078 36.0801414)",,,,,,
1584894999,1584894997,0,145023974,False,양덕로30번길,residential,43.081,"LINESTRING (129.4082588 36.0816793, 129.4077937 36.0815854)",,,,,,
1584894999,1584895001,0,145023974,False,양덕로30번길,residential,45.292,"LINESTRING (129.4082588 36.0816793, 129.4087458 36.0817842)",,,,,,
1584894999,1584894942,0,145023976,False,,residential,160.84,"LINESTRING (129.4082588 36.0816793, 129.4086982 36.0802771)",,,,,,
1584895001,1584894999,0,145023974,False,양덕로30번길,residential,45.292,"LINESTRING (129.4087458 36.0817842, 129.4082588 36.0816793)",,,,,,
1584895001,1584895012,0,145023974,False,양덕로30번길,residential,48.994,"LINESTRING (129.4087458 36.0817842, 129.4092789 36.0818765)",,,,,,
1584895001,1584894946,0,145023983,False,,residential,158.503,"LINESTRING (129.4087458 36.0817842, 129.4091919 36.0804051)",,,,,,
1584895004,5323894148,0,145024006,False,장량로158번길,residential,68.823,"LINESTRING (129.3976455 36.081786, 129.3976669 36.0811673)",,,,,,
1584895004,1584895009,0,145024008,False,장량로,secondary,164.859,"LINESTRING (129.3976455 36.081786, 129.39948 36.0817923)",,,,,,
1584895004,4719358231,0,145024008,False,장량로,secondary,70.098,"LINESTRING (129.3976455 36.081786, 129.396866 36.0818093)",,,,,,
1584895004,5350287122,0,468985465,False,장량로157번길,residential,74.103,"LINESTRING (129.3976455 36.081786, 129.3976389 36.0824524)",,,,,,
1584895009,1584894978,0,145024005,False,장량로174번길,residential,66.19,"LINESTRING (129.39948 36.0817923, 129.3994627 36.0811972)",,,,,,
1584895009,1584895010,0,145024008,False,장량로,secondary,159.901,"LINESTRING (129.39948 36.0817923, 129.4012582 36.0818438)",,,,,,
1584895009,1584895004,0,145024008,False,장량로,secondary,164.859,"LINESTRING (129.39948 36.0817923, 129.3976455 36.081786)",,,,,,
1584895009,5350287123,0,468985466,False,장량로173번길,residential,73.044,"LINESTRING (129.39948 36.0817923, 129.3994661 36.0824491)",,,,,,
1584895010,4634147429,0,145024007,False,장량로189번길,residential,69.308,"LINESTRING (129.4012582 36.0818438, 129.4012609 36.0824671)",,,,,,
1584895010,1574729761,0,145024008,False,장량로,secondary,65.872,"LINESTRING (129.4012582 36.0818438, 129.4019912 36.0818465)",,,,,,
1584895010,1584895009,0,145024008,False,장량로,secondary,159.901,"LINESTRING (129.4012582 36.0818438, 129.39948 36.0817923)",,,,,,
1584895010,1584894979,0,470626817,False,장량로190번길,residential,70.281,"LINESTRING (129.4012582 36.0818438, 129.4012363 36.081212)",,,,,,
1584895011,1584897303,0,145023993,False,,residential,70.302,"LINESTRING (129.4036945 36.0818812, 129.4037038 36.0825134)",,,,,,
1584895011,1584894984,0,145023993,False,,residential,64.831,"LINESTRING (129.4036945 36.0818812, 129.4036859 36.0812982)",,,,,,
1584895011,1574729763,0,145024008,False,장량로,secondary,144.596,"LINESTRING (129.4036945 36.0818812, 129.4053035 36.0818897)",,,,,,
1584895011,1574729761,0,145024008,False,장량로,secondary,153.116,"LINESTRING (129.4036945 36.0818812, 129.4019912 36.0818465)",,,,,,
1584895012,1584895001,0,145023974,False,양덕로30번길,residential,48.994,"LINESTRING (129.4092789 36.0818765, 129.4087458 36.0817842)",,,,,,
1584895012,1584894950,0,145023996,False,장량로262번길,residential,153.196,"LINESTRING (129.4092789 36.0818765, 129.409704 36.0805423)",,,,,,
1584895012,6648303853,0,700410245,False,장량로262번길,residential,67.194,"LINESTRING (129.4092789 36.0818765, 129.4090854 36.0824602)",,,,,,
1584895014,6648303853,0,145024008,False,장량로,secondary,188.806,"LINESTRING (129.4070462 36.0820514, 129.4090854 36.0824602)",,,,,,
1584895014,1584894995,0,145024015,False,장량로242번길,residential,67.254,"LINESTRING (129.4070462 36.0820514, 129.4072305 36.0814652)",,,,,,
1584895014,1584897308,0,469417744,False,장량로241번길,tertiary,71.411,"LINESTRING (129.4070462 36.0820514, 129.4068518 36.0826741)",,,,,,
1584895014,1574729763,0,145024008,False,장량로,secondary,158.151,"LINESTRING (129.4070462 36.0820514, 129.406796 36.0819994, 129.4060536 36.0819072, 129.4053035 36.0818897)",,,,,,
1584895018,4634147425,0,145023990,False,천마로72번길,tertiary,68.145,"LINESTRING (129.3968813 36.0830115, 129.3976394 36.083026)",,,,,,
1584895018,1584896700,0,145024312,False,천마로71번길,tertiary,70.854,"LINESTRING (129.3968813 36.0830115, 129.3960929 36.0830193)",,,,,,
1584895018,4719358231,0,145024314,False,천마로,secondary,133.686,"LINESTRING (129.3968813 36.0830115, 129.396866 36.0818093)",,,,,,
1584895018,4634147421,0,145024314,False,천마로,secondary,174.808,"LINESTRING (129.3968813 36.0830115, 129.3968383 36.0845832)",,,,,,
1584895020,4634147426,0,145023990,False,천마로72번길,tertiary,162.9,"LINESTRING (129.4012525 36.0830606, 129.3994401 36.083032)",,,,,,
1584895020,1584895023,0,145023990,False,천마로72번길,tertiary,67.784,"LINESTRING (129.4012525 36.0830606, 129.4020068 36.0830599)",,,,,,
1584895020,4634147429,0,145024007,False,장량로189번길,residential,65.999,"LINESTRING (129.4012525 36.0830606, 129.4012609 36.0824671)",,,,,,
1584895023,1584895020,0,145023990,False,천마로72번길,tertiary,67.784,"LINESTRING (129.4020068 36.0830599, 129.4012525 36.0830606)",,,,,,
1584895023,4634147430,0,594267296,False,양덕로,secondary,61.197,"LINESTRING (129.4020068 36.0830599, 129.4019972 36.0825096)",,,,,,
1584895023,5350287124,0,145024373,False,양덕로50번길,tertiary,155.846,"LINESTRING (129.4020068 36.0830599, 129.4028477 36.0830662, 129.403741 36.0830675)",,,,,,
1584895023,5323272324,0,594267296,False,양덕로,secondary,175.137,"LINESTRING (129.4020068 36.0830599, 129.4020143 36.0837951, 129.4019778 36.0846344)",,,,,,
1584895028,4648024750,0,145024373,False,양덕로50번길,tertiary,103.925,"LINESTRING (129.4066979 36.083233, 129.4078057 36.0835013)",,,,,,
1584895028,1584897310,0,145024373,False,양덕로50번길,tertiary,128.453,"LINESTRING (129.4066979 36.083233, 129.4063062 36.0831903, 129.4060398 36.0831462, 129.4057014 36.0831223, 129.4052789 36.0831171)",,,,,,
1584895028,1584897308,0,469417744,False,장량로241번길,tertiary,63.734,"LINESTRING (129.4066979 36.083233, 129.4067769 36.0830055, 129.4068518 36.0826741)",,,,,,
1584895028,4634147418,0,469417744,False,장량로241번길,tertiary,152.517,"LINESTRING (129.4066979 36.083233, 129.4066695 36.0834628, 129.4066177 36.0846027)",,,,,,
1584895032,4634147418,0,469417744,False,장량로241번길,tertiary,153.21,"LINESTRING (129.4065543 36.0859796, 129.4066177 36.0846027)",,,,,,
